h5,label
0.499997_DM_150.43_beam_0C2020_04_19_16:15:07_1.fil.hdf5,1
0.499997_DM_49.12_beam_0C2020_03_28_14:32:56.fil.hdf5,1
0.5_DM_1530.21_beam_1C2020_02_14_05:16:21.fil.hdf5,0
0.986923_DM_70.92_beam_9C2020_02_16_01:01:07.fil.hdf5,0
0.499997_DM_49.12_beam_0C2020_03_28_15:16:46.fil.hdf5,1
0.499996_DM_35.92_beam_0C2020_04_13_08:42:02.fil.hdf5,1
0.499997_DM_142.45_beam_0C2020_03_15_15:04:16.fil.hdf5,1
0.499997_DM_49.12_beam_0C2020_03_20_21:03:06.fil.hdf5,1
0.500001_DM_221.04_beam_0C2020_04_11_23:37:07.fil.hdf5,1
0.449568_DM_94.25_beam_0C2020_04_19_19:43:07.fil.hdf5,1
0.499999_DM_44.52_beam_0C2020_03_20_01:08:56.fil.hdf5,1
0.499999_DM_39.91_beam_112C2019_12_06_15:48:46.fil.hdf5,0
0.782204_DM_125.56_beam_0C2020_04_19_16:12:29.fil.hdf5,1
0.500002_DM_52.19_beam_9C2020_02_02_05:54:53.fil.hdf5,0
0.373211_DM_301.78_beam_71C2020_04_13_07:12:43.fil.hdf5,0
0.5_DM_63.86_beam_5C2020_02_02_06:33:34.fil.hdf5,0
0.733818_DM_51.27_beam_5C2020_02_02_03:20:48.fil.hdf5,0
0.499996_DM_49.12_beam_0C2020_03_20_21:03:40.fil.hdf5,1
0.499996_DM_387.20_beam_445C2020_04_13_00:46:39.fil.hdf5,0
0.5_DM_4594.68_beam_200C2020_01_20_10:33:28.fil.hdf5,0
0.500004_DM_31.62_beam_0C2020_04_13_08:50:32.fil.hdf5,1
0.089331_DM_75.83_beam_0C2020_04_07_06:05:51.fil.hdf5,1
0.499999_DM_860.50_beam_252C2020_01_12_22:27:32.fil.hdf5,0
0.828289_DM_249.59_beam_495C2020_04_23_23:01:02.fil.hdf5,0
0.499998_DM_52.50_beam_10C2020_02_02_05:56:50.fil.hdf5,0
0.500001_DM_66.62_beam_655C2019_12_06_15:48:36.fil.hdf5,0
0.499999_DM_1530.21_beam_3C2020_02_04_03:06:12.fil.hdf5,0
0.964881_DM_775.68_beam_43C2019_12_18_08:43:21.fil.hdf5,0
0.500004_DM_75.83_beam_0C2020_04_12_01:04:39.fil.hdf5,1
0.499997_DM_49.12_beam_0C2020_03_20_20:41:06.fil.hdf5,1
0.5_DM_34.69_beam_0C2020_04_13_09:13:43.fil.hdf5,1
0.500003_DM_177.45_beam_0C2020_03_15_17:46:26.fil.hdf5,1
0.499996_DM_282.13_beam_0C2020_04_11_23:00:07.fil.hdf5,1
0.500002_DM_49.12_beam_0C2020_03_28_14:47:56.fil.hdf5,1
0.500004_DM_177.45_beam_0C2020_04_13_08:00:14.fil.hdf5,1
0.500001_DM_96.09_beam_3C2020_02_02_03:53:20.fil.hdf5,0
0.911281_DM_75.52_beam_0C2020_04_14_01:27:58.fil.hdf5,1
0.5_DM_34.69_beam_496C2020_04_23_23:00:44.fil.hdf5,0
0.499998_DM_177.45_beam_0C2020_03_30_02:22:53.fil.hdf5,1
0.208245_DM_57.72_beam_3C2020_02_02_04:24:30.fil.hdf5,0
0.499999_DM_26.40_beam_553C2020_04_27_02:23:52.fil.hdf5,0
0.019597_DM_866.83_beam_5C2020_02_14_05:03:57.fil.hdf5,0
0.499999_DM_109.29_beam_6C2020_04_09_00:03:25.fil.hdf5,0
0.396495_DM_75.83_beam_0C2020_02_02_11:21:13_1.fil.hdf5,1
0.499998_DM_49.12_beam_0C2020_03_28_14:43:42.fil.hdf5,1
0.499998_DM_354.58_beam_0C2020_02_03_23:32:22.fil.hdf5,1
0.500002_DM_1312.46_beam_495C2020_01_02_15:33:14.fil.hdf5,0
0.940443_DM_1076.26_beam_181C2020_04_27_17:56:12.fil.hdf5,0
0.560888_DM_75.83_beam_0C2020_04_14_01:25:54.fil.hdf5,1
0.939249_DM_743.19_beam_0I2020_01_12_23:26:16.fil.hdf5,0
0.499997_DM_367.79_beam_6C2020_02_16_01:45:46.fil.hdf5,0
0.499998_DM_53.73_beam_9C2020_02_21_20:36:25.fil.hdf5,0
0.499997_DM_373.62_beam_693C2020_04_13_07:12:41.fil.hdf5,0
0.5_DM_754.28_beam_452C2020_04_13_00:48:33.fil.hdf5,0
0.047771_DM_563.24_beam_6C2020_02_02_04:09:09.fil.hdf5,0
0.601975_DM_75.52_beam_0C2020_04_14_01:28:57.fil.hdf5,1
0.499997_DM_158.10_beam_0C2020_04_11_21:44:42.fil.hdf5,1
0.5_DM_283.98_beam_664C2020_04_13_00:46:05.fil.hdf5,0
0.083759_DM_379.45_beam_0I2020_01_12_23:38:03.fil.hdf5,0
0.500001_DM_67.23_beam_118C2019_12_06_15:48:36.fil.hdf5,0
0.642099_DM_1360.57_beam_1C2020_02_02_11:51:19.fil.hdf5,0
0.896433_DM_133.54_beam_0I2020_01_12_23:35:38.fil.hdf5,0
0.5_DM_122.19_beam_0C2020_04_19_15:57:12.fil.hdf5,1
0.499998_DM_25.48_beam_0C2020_04_13_10:11:43.fil.hdf5,1
0.513477_DM_340.46_beam_1C2020_02_27_01:05:06.fil.hdf5,0
0.827526_DM_37.15_beam_137C2020_04_23_23:10:22.fil.hdf5,0
0.499995_DM_80.13_beam_752C2020_04_23_23:08:15.fil.hdf5,0
0.5_DM_62.94_beam_7C2020_02_16_01:56:34.fil.hdf5,0
0.500002_DM_155.65_beam_0C2020_04_12_01:15:07.fil.hdf5,1
0.697216_DM_29.78_beam_0C2020_04_19_18:36:05.fil.hdf5,1
0.499998_DM_371.78_beam_143C2020_04_13_00:54:35.fil.hdf5,0
0.499999_DM_31.31_beam_557C2020_04_27_02:23:52.fil.hdf5,0
0.499997_DM_648.00_beam_0C2020_04_19_20:19:17.fil.hdf5,1
0.499999_DM_237.93_beam_0C2020_04_19_17:33:48.fil.hdf5,1
0.500001_DM_382.21_beam_0I2020_05_24_23:17:55.fil.hdf5,0
0.500003_DM_174.68_beam_0C2020_04_07_03:11:40.fil.hdf5,1
0.500004_DM_317.13_beam_0C2020_04_12_02:19:44.fil.hdf5,1
0.499996_DM_59.25_beam_2C2020_02_02_05:44:33.fil.hdf5,0
0.499998_DM_68.15_beam_0C2020_04_19_18:06:58.fil.hdf5,1
0.500003_DM_220.12_beam_0C2020_04_11_23:30:57.fil.hdf5,1
0.500003_DM_28.24_beam_554C2020_04_13_03:30:35.fil.hdf5,0
0.499999_DM_23.02_beam_0C2020_04_13_08:24:58.fil.hdf5,1
0.500002_DM_381.33_beam_507C2020_04_13_00:48:33.fil.hdf5,0
0.5_DM_75.83_beam_0C2020_04_12_01:04:49.fil.hdf5,1
0.499997_DM_56.49_beam_3C2020_02_02_03:05:24.fil.hdf5,0
0.500003_DM_63.55_beam_0C2020_03_20_02:47:58.fil.hdf5,1
0.830526_DM_3389.75_beam_370C2020_05_31_18:22:44.fil.hdf5,0
0.514697_DM_62.32_beam_226C2020_04_13_00:46:29.fil.hdf5,0
0.499999_DM_174.07_beam_0C2020_04_07_02:51:40.fil.hdf5,1
0.255925_DM_93.94_beam_0C2020_04_19_18:42:45.fil.hdf5,1
0.499999_DM_237.93_beam_0C2020_04_11_21:38:00.fil.hdf5,1
0.5_DM_237.62_beam_0C2020_04_11_21:28:10.fil.hdf5,1
0.635975_DM_1428.93_beam_665C2020_04_13_02:21:13.fil.hdf5,0
0.101668_DM_56.18_beam_0C2020_03_30_04:02:04.fil.hdf5,1
0.499998_DM_118.50_beam_0C2020_04_14_06:03:31.fil.hdf5,1
0.499997_DM_52.50_beam_6C2020_02_27_00:50:33.fil.hdf5,0
0.819565_DM_53.73_beam_4C2020_02_02_05:44:01.fil.hdf5,0
0.552674_DM_202.62_beam_247C2019_12_18_08:44:06.fil.hdf5,0
0.499998_DM_281.83_beam_0C2020_04_11_23:02:54.fil.hdf5,1
0.358462_DM_354.89_beam_0I2020_01_12_23:47:25.fil.hdf5,0
0.499999_DM_137.23_beam_0C2020_03_23_03:32:54.fil.hdf5,1
0.679457_DM_392.42_beam_11C2020_02_02_03:10:04.fil.hdf5,0
0.500001_DM_125.87_beam_580C2020_04_13_00:48:33.fil.hdf5,0
0.498415_DM_161.18_beam_2C2020_02_21_20:16:29.fil.hdf5,0
0.499999_DM_174.68_beam_0C2020_04_07_03:04:05.fil.hdf5,1
0.0904_DM_75.83_beam_0C2020_04_12_01:04:18.fil.hdf5,1
0.499997_DM_56.18_beam_564C2019_12_06_15:27:20.fil.hdf5,0
0.500004_DM_869.36_beam_8C2020_01_02_15:27:18.fil.hdf5,0
0.500001_DM_174.99_beam_0C2020_04_07_03:00:27.fil.hdf5,1
0.500001_DM_94.56_beam_0C2020_04_19_19:42:41.fil.hdf5,1
0.500004_DM_334.02_beam_0C2020_04_19_18:47:59.fil.hdf5,0
0.491211_DM_101.31_beam_0C2020_04_19_19:36:55.fil.hdf5,1
0.499997_DM_51.88_beam_7C2020_02_16_01:11:09.fil.hdf5,0
0.499997_DM_26.40_beam_417C2020_04_23_23:00:55.fil.hdf5,0
0.499998_DM_22.10_beam_0C2020_03_30_03:23:19.fil.hdf5,1
0.500003_DM_54.34_beam_0C2020_04_19_17:31:16.fil.hdf5,1
0.500004_DM_240.38_beam_0C2020_04_12_04:25:05.fil.hdf5,1
0.499999_DM_205.38_beam_0C2020_03_15_16:00:27.fil.hdf5,1
0.540419_DM_760.14_beam_7C2020_02_04_02:53:59.fil.hdf5,0
0.500003_DM_3033.66_beam_0C2020_02_02_09:19:35.fil.hdf5,0
0.499998_DM_237.93_beam_0C2020_04_11_21:28:52.fil.hdf5,1
0.500005_DM_104.99_beam_2C2020_02_02_11:12:56.fil.hdf5,0
0.500004_DM_49.12_beam_0C2020_03_20_22:07:36.fil.hdf5,1
0.780515_DM_2252.42_beam_47C2019_12_18_08:41:48.fil.hdf5,0
0.986005_DM_58.64_beam_5C2020_02_21_21:39:47.fil.hdf5,0
0.500002_DM_283.36_beam_3C2020_02_02_03:24:29.fil.hdf5,0
0.58263_DM_292.88_beam_1C2020_02_02_04:32:08.fil.hdf5,0
0.819716_DM_38.99_beam_656C2020_04_23_23:10:22.fil.hdf5,0
0.5_DM_107.45_beam_407C2020_04_23_23:09:25.fil.hdf5,0
0.626577_DM_463.48_beam_422C2020_04_12_03:33:20.fil.hdf5,0
0.500003_DM_49.12_beam_0C2020_03_28_14:59:48.fil.hdf5,1
0.5_DM_380.07_beam_653C2020_04_23_23:05:05.fil.hdf5,0
0.699463_DM_1387.16_beam_0C2020_04_13_09:51:11.fil.hdf5,0
0.499998_DM_417.84_beam_180C2020_04_13_00:46:05.fil.hdf5,0
0.499996_DM_205.69_beam_0C2020_03_15_15:48:30.fil.hdf5,1
0.499999_DM_339.24_beam_0C2020_03_15_19:10:08.fil.hdf5,1
0.499997_DM_49.12_beam_0C2020_03_28_14:58:52.fil.hdf5,1
0.499999_DM_36.84_beam_0C2020_03_23_03:28:12.fil.hdf5,0
0.499999_DM_1530.21_beam_4C2020_02_04_01:32:04.fil.hdf5,0
0.752345_DM_410.02_beam_30C2019_12_18_08:44:06.fil.hdf5,0
0.500002_DM_76.44_beam_0C2020_04_12_01:04:09.fil.hdf5,1
0.500001_DM_99.78_beam_1C2020_02_04_02:33:16.fil.hdf5,0
0.041551_DM_192.49_beam_0I2020_01_12_23:46:24.fil.hdf5,0
0.500004_DM_167.31_beam_0C2020_04_19_18:38:52.fil.hdf5,1
0.056349_DM_1530.21_beam_7C2020_02_14_04:43:22.fil.hdf5,0
0.370552_DM_75.83_beam_0C2020_02_27_23:56:43.fil.hdf5,1
0.500002_DM_141.83_beam_0C2020_03_15_14:59:32.fil.hdf5,1
0.499997_DM_27.63_beam_0I2020_04_23_23:01:36.fil.hdf5,0
0.500002_DM_256.65_beam_0I2020_01_12_23:47:27.fil.hdf5,0
0.499995_DM_334.63_beam_3C2020_02_04_03:14:07.fil.hdf5,0
0.5_DM_878.22_beam_365C2020_04_27_02:16:57.fil.hdf5,0
0.511023_DM_143.37_beam_0I2020_01_12_23:56:43.fil.hdf5,0
0.499999_DM_177.14_beam_0C2020_04_13_07:51:24.fil.hdf5,1
0.500003_DM_85.96_beam_0C2020_04_07_01:19:55.fil.hdf5,0
0.533991_DM_22.72_beam_0C2020_03_20_01:11:31.fil.hdf5,0
0.499998_DM_135.39_beam_0I2020_01_12_23:35:29.fil.hdf5,0
0.793072_DM_54.34_beam_9C2020_02_02_04:24:06.fil.hdf5,0
0.500004_DM_84.42_beam_0C2020_04_19_16:05:24.fil.hdf5,1
0.499995_DM_153.81_beam_468C2020_04_27_02:19:46.fil.hdf5,0
0.500004_DM_503.26_beam_0C2020_03_15_20:03:58.fil.hdf5,1
0.500004_DM_27.94_beam_532C2020_04_13_00:59:39.fil.hdf5,0
0.499999_DM_61.09_beam_562C2020_04_23_23:00:17.fil.hdf5,0
0.5_DM_33.46_beam_0C2020_04_19_17:24:37.fil.hdf5,0
0.500003_DM_342.31_beam_0I2020_05_24_23:19:02.fil.hdf5,0
0.500004_DM_53.11_beam_7C2020_02_02_05:56:50.fil.hdf5,0
0.500002_DM_157.49_beam_0C2020_04_12_01:28:09.fil.hdf5,1
0.499998_DM_39.30_beam_0C2020_04_13_08:47:13.fil.hdf5,1
0.675937_DM_51.27_beam_3C2020_02_02_04:37:22.fil.hdf5,0
0.500001_DM_165.78_beam_0C2020_02_03_02:21:22.fil.hdf5,1
0.499997_DM_30.39_beam_0C2020_04_13_08:52:16.fil.hdf5,1
0.499997_DM_175.30_beam_0C2020_04_07_03:08:21.fil.hdf5,1
0.499998_DM_119.12_beam_0C2020_04_12_02:41:38.fil.hdf5,1
0.5_DM_41.14_beam_11C2020_04_07_01:38:03_1.fil.hdf5,0
0.5_DM_240.69_beam_0C2020_04_12_04:32:58.fil.hdf5,1
0.500003_DM_281.52_beam_0C2020_04_11_23:05:26.fil.hdf5,1
0.499997_DM_242.22_beam_0C2020_04_12_04:42:54.fil.hdf5,1
0.499998_DM_25.79_beam_0C2020_04_13_10:15:30.fil.hdf5,1
0.499997_DM_221.04_beam_0C2020_04_11_23:24:54.fil.hdf5,1
0.499997_DM_29.16_beam_188C2020_04_22_15:26:10.fil.hdf5,0
0.500004_DM_29.47_beam_0C2020_04_19_17:00:33.fil.hdf5,1
0.499999_DM_70.30_beam_329C2019_12_06_15:48:36.fil.hdf5,0
0.500002_DM_136.62_beam_0C2020_03_23_03:29:49.fil.hdf5,1
0.499997_DM_55.87_beam_0C2020_03_30_04:01:56.fil.hdf5,1
0.014085_DM_275.69_beam_297C2020_01_20_11:16:13.fil.hdf5,0
0.5_DM_68.77_beam_11C2020_02_02_11:27:08.fil.hdf5,0
0.69477_DM_1085.85_beam_41C2019_12_18_08:43:53.fil.hdf5,0
0.500003_DM_1528.95_beam_5C2020_02_02_04:42:01.fil.hdf5,0
0.500001_DM_62.63_beam_7C2020_02_02_05:57:19.fil.hdf5,0
0.500004_DM_24.87_beam_0C2020_04_13_10:14:51.fil.hdf5,1
0.500002_DM_42.37_beam_0C2020_04_07_01:24:20.fil.hdf5,1
0.500002_DM_402.85_beam_0C2020_02_02_11:26:31.fil.hdf5,1
0.381582_DM_165.17_beam_0C2020_03_23_03:23:58.fil.hdf5,1
0.500002_DM_82.28_beam_0C2020_04_11_21:06:01.fil.hdf5,1
0.500003_DM_49.12_beam_0C2020_03_20_21:26:18.fil.hdf5,1
0.499997_DM_101.62_beam_519C2020_04_23_23:04:59.fil.hdf5,0
0.499998_DM_54.34_beam_0C2020_04_19_17:28:40.fil.hdf5,1
0.091626_DM_75.52_beam_0C2020_04_14_01:28:04.fil.hdf5,1
0.5_DM_145.52_beam_520C2020_04_13_00:48:33.fil.hdf5,0
0.499999_DM_644.09_beam_0C2020_04_19_20:16:08.fil.hdf5,1
0.660012_DM_108.98_beam_1C2020_04_14_02:39:43.fil.hdf5,0
0.499999_DM_87.19_beam_0C2020_04_07_02:19:52.fil.hdf5,1
0.5_DM_48.81_beam_0C2020_05_30_10:21:15.fil.hdf5,1
0.500004_DM_75.83_beam_0C2020_03_15_23:10:03.fil.hdf5,1
0.499997_DM_64.16_beam_0C2020_04_12_05:32:39.fil.hdf5,1
0.5_DM_51.27_beam_5C2020_02_21_19:00:56.fil.hdf5,0
0.090863_DM_75.83_beam_0C2020_02_27_23:54:14_1.fil.hdf5,1
0.54793_DM_30.39_beam_578C2020_04_13_03:30:36.fil.hdf5,0
0.500004_DM_23.64_beam_0C2020_04_13_09:36:30.fil.hdf5,0
0.545933_DM_104.07_beam_653C2020_04_23_23:08:22.fil.hdf5,0
0.500003_DM_460.88_beam_9C2020_02_02_12:06:42.fil.hdf5,0
0.499998_DM_192.18_beam_440C2020_04_12_06:24:05.fil.hdf5,0
0.500004_DM_868.10_beam_8C2020_02_16_03:50:58.fil.hdf5,0
0.499999_DM_165.17_beam_0C2020_04_12_00:05:01.fil.hdf5,1
0.500004_DM_501.30_beam_0C2020_03_15_20:17:42.fil.hdf5,1
0.018983_DM_147.97_beam_0C2020_02_14_04:34:59.fil.hdf5,0
0.499997_DM_1478.85_beam_175C2020_04_27_17:56:05.fil.hdf5,0
0.5_DM_236.70_beam_0C2020_04_19_17:34:05.fil.hdf5,1
0.500001_DM_163.32_beam_0C2020_04_19_19:34:07.fil.hdf5,1
0.522047_DM_332.48_beam_326C2020_04_13_01:54:19.fil.hdf5,0
0.499998_DM_220.12_beam_0C2020_04_11_23:32:19.fil.hdf5,1
0.500004_DM_67.54_beam_0C2020_04_19_18:06:29.fil.hdf5,1
0.499997_DM_165.78_beam_0C2020_04_12_00:03:05.fil.hdf5,1
0.500004_DM_458.27_beam_6C2020_02_02_06:33:16.fil.hdf5,0
0.500003_DM_164.86_beam_0C2020_04_12_00:20:22.fil.hdf5,1
0.132819_DM_102.84_beam_0I2020_01_12_23:26:55.fil.hdf5,0
0.200129_DM_58.33_beam_3C2020_02_27_00:35:55.fil.hdf5,0
0.499997_DM_75.83_beam_0C2020_04_14_01:29:03.fil.hdf5,1
0.499996_DM_205.38_beam_0C2020_03_15_15:58:44.fil.hdf5,1
0.5_DM_30.39_beam_0C2020_04_13_08:51:52.fil.hdf5,1
0.626577_DM_464.79_beam_687C2020_04_12_03:33:20.fil.hdf5,0
0.500004_DM_281.52_beam_0C2020_04_11_23:09:15.fil.hdf5,1
0.475443_DM_322.04_beam_0C2020_04_19_18:34:00.fil.hdf5,1
0.500001_DM_70.00_beam_397C2020_04_23_23:04:56.fil.hdf5,0
0.500002_DM_372.08_beam_11C2020_02_02_03:54:23.fil.hdf5,0
0.999793_DM_107.76_beam_0C2020_02_02_04:36:38.fil.hdf5,0
0.281801_DM_56.49_beam_1C2020_02_02_08:04:43.fil.hdf5,0
0.500005_DM_191.26_beam_0C2020_04_14_01:32:44.fil.hdf5,1
0.5_DM_507.17_beam_0C2020_02_03_05:56:02.fil.hdf5,1
0.500004_DM_55.57_beam_163C2019_12_06_15:45:45.fil.hdf5,0
0.500004_DM_238.23_beam_0C2020_04_11_21:29:02.fil.hdf5,1
0.499999_DM_167.93_beam_594C2020_04_13_01:35:16.fil.hdf5,0
0.213476_DM_49.12_beam_0C2020_03_28_14:59:00.fil.hdf5,1
0.792767_DM_144.90_beam_36C2020_04_13_00:48:33.fil.hdf5,0
0.500004_DM_554.76_beam_3C2020_02_02_04:06:02.fil.hdf5,0
0.5_DM_281.52_beam_0C2020_04_11_23:02:49.fil.hdf5,1
0.022724_DM_138.46_beam_0C2020_04_19_16:10:28.fil.hdf5,1
0.499998_DM_29.16_beam_0C2020_04_13_09:24:32.fil.hdf5,1
0.500002_DM_354.28_beam_0C2020_02_03_23:25:32.fil.hdf5,1
0.499998_DM_54.34_beam_0C2020_04_19_17:30:13.fil.hdf5,1
0.500004_DM_3039.24_beam_9C2020_05_31_19:53:59.fil.hdf5,0
0.5_DM_49.12_beam_0C2020_03_28_13:01:34.fil.hdf5,1
0.500005_DM_107.45_beam_301C2020_04_13_00:48:33.fil.hdf5,0
0.540428_DM_4022.68_beam_631C2020_04_04_00:55:55.fil.hdf5,0
0.500002_DM_192.49_beam_0C2020_04_14_01:34:07.fil.hdf5,1
0.499998_DM_145.52_beam_0C2020_04_07_03:47:00.fil.hdf5,1
0.500004_DM_72.14_beam_494C2020_04_23_23:00:59.fil.hdf5,0
0.620047_DM_4342.68_beam_700C2020_01_20_10:33:28.fil.hdf5,0
0.426288_DM_2475.99_beam_37C2019_12_18_08:44:19.fil.hdf5,0
0.499999_DM_1297.27_beam_195C2020_01_02_15:27:16.fil.hdf5,0
0.500004_DM_25.79_beam_0C2020_04_13_10:00:42.fil.hdf5,1
0.500004_DM_700.16_beam_182C2020_04_13_00:48:33.fil.hdf5,0
0.5_DM_501.30_beam_0C2020_03_15_20:23:32.fil.hdf5,1
0.500004_DM_52.19_beam_3C2020_02_21_20:29:09.fil.hdf5,0
0.786337_DM_31.01_beam_0C2020_03_15_16:46:26.fil.hdf5,0
0.012613_DM_760.80_beam_0I2020_01_12_23:26:40.fil.hdf5,0
0.499999_DM_241.00_beam_0C2020_04_12_04:19:26.fil.hdf5,1
0.512248_DM_578.70_beam_0I2020_05_24_23:20:40.fil.hdf5,0
0.500003_DM_281.21_beam_0C2020_04_11_23:07:41.fil.hdf5,1
0.500004_DM_25.79_beam_0C2020_04_13_10:16:13.fil.hdf5,1
0.500001_DM_281.21_beam_0C2020_04_11_22:57:06.fil.hdf5,1
0.499997_DM_177.75_beam_0C2020_03_15_17:35:00.fil.hdf5,1
0.5_DM_317.44_beam_0C2020_03_15_20:39:08.fil.hdf5,1
0.5_DM_58.64_beam_3C2020_02_02_04:24:29.fil.hdf5,0
0.499995_DM_29.16_beam_0C2020_04_13_09:30:23.fil.hdf5,1
0.589421_DM_2973.93_beam_370C2020_05_31_18:21:56.fil.hdf5,0
0.500002_DM_88.42_beam_524C2020_04_23_23:05:06.fil.hdf5,0
0.5_DM_30.09_beam_0C2020_04_13_08:48:35.fil.hdf5,1
0.954311_DM_109.60_beam_0C2020_02_02_03:06:18.fil.hdf5,0
0.499997_DM_30.70_beam_0C2020_04_13_08:50:52.fil.hdf5,1
0.499997_DM_76.75_beam_5C2020_02_21_21:34:40.fil.hdf5,0
0.500002_DM_1517.55_beam_171C2020_04_13_07:09:31.fil.hdf5,0
0.499997_DM_23.33_beam_0C2020_04_13_08:32:19.fil.hdf5,1
0.499997_DM_587.36_beam_11C2020_02_04_02:55:42.fil.hdf5,0
0.499997_DM_23.64_beam_0C2020_03_15_12:37:41.fil.hdf5,0
0.497949_DM_75.83_beam_0C2020_04_07_06:06:12.fil.hdf5,1
0.649451_DM_3182.68_beam_530C2020_01_20_10:33:28.fil.hdf5,0
0.500001_DM_1483.37_beam_201C2020_01_02_15:33:13.fil.hdf5,0
0.500003_DM_2684.49_beam_481C2019_12_18_08:43:53.fil.hdf5,0
0.5_DM_226.57_beam_635C2020_04_13_00:46:39.fil.hdf5,0
0.500003_DM_174.38_beam_0C2020_04_07_03:13:23.fil.hdf5,1
0.500004_DM_31.62_beam_0C2020_04_11_22:38:44.fil.hdf5,1
0.499999_DM_93.64_beam_0C2020_04_11_21:54:18.fil.hdf5,1
0.862592_DM_1378.29_beam_249C2019_12_18_08:43:53.fil.hdf5,0
0.499998_DM_391.76_beam_4C2020_02_02_03:53:42_1.fil.hdf5,0
0.866422_DM_1484.64_beam_229C2020_01_02_15:33:12.fil.hdf5,0
0.605497_DM_75.22_beam_0C2020_04_07_01:17:16.fil.hdf5,1
0.500003_DM_23.64_beam_0C2020_04_13_08:27:23.fil.hdf5,1
0.5_DM_75.52_beam_0C2020_04_07_01:15:56.fil.hdf5,1
0.499997_DM_54.65_beam_7C2020_02_02_08:19:34.fil.hdf5,0
0.666141_DM_329.10_beam_10C2020_02_14_05:15:47.fil.hdf5,0
0.5_DM_220.43_beam_0C2020_04_11_23:23:36.fil.hdf5,1
0.499999_DM_142.75_beam_0C2020_03_15_15:28:50.fil.hdf5,1
0.500002_DM_48.51_beam_0C2020_04_13_04:12:40.fil.hdf5,0
0.626014_DM_49.12_beam_0C2020_03_28_14:58:05.fil.hdf5,1
0.693543_DM_2898.01_beam_362C2019_12_18_08:44:12.fil.hdf5,0
0.694162_DM_30.09_beam_0C2020_04_11_22:14:13.fil.hdf5,1
0.500002_DM_162.40_beam_0C2020_04_11_23:57:34.fil.hdf5,1
0.156341_DM_191.26_beam_0C2020_02_02_12:05:55.fil.hdf5,1
0.500002_DM_700.16_beam_4C2020_03_31_02:19:19.fil.hdf5,0
0.5_DM_84.12_beam_0C2020_04_19_16:03:51.fil.hdf5,1
0.500002_DM_438.71_beam_8C2020_02_02_07:30:38.fil.hdf5,0
0.046552_DM_743.00_beam_490C2020_05_31_19:47:03.fil.hdf5,0
0.499996_DM_75.83_beam_0C2020_04_07_01:16:55.fil.hdf5,1
0.94834_DM_715.16_beam_4C2019_12_18_08:44:09.fil.hdf5,0
0.499999_DM_174.99_beam_0C2020_04_07_02:52:08.fil.hdf5,1
0.5_DM_31.01_beam_173C2019_12_06_15:44:12.fil.hdf5,0
0.499997_DM_345.07_beam_347C2020_04_13_00:46:20.fil.hdf5,0
0.499997_DM_75.83_beam_0C2020_04_07_06:04:52.fil.hdf5,1
0.499996_DM_28.24_beam_0C2020_03_23_03:17:09.fil.hdf5,0
0.500002_DM_173.76_beam_0C2020_04_07_02:57:03.fil.hdf5,1
0.500002_DM_177.75_beam_0C2020_03_15_17:55:51.fil.hdf5,1
0.5_DM_54.34_beam_0C2020_04_19_17:29:50.fil.hdf5,1
0.500004_DM_5217.75_beam_98C2020_05_31_18:22:28.fil.hdf5,0
0.349636_DM_25.48_beam_0I2020_05_24_23:19:54.fil.hdf5,0
0.5_DM_163.63_beam_0C2020_03_23_03:19:16.fil.hdf5,1
0.500001_DM_42.67_beam_0C2020_04_19_17:13:38.fil.hdf5,1
0.499997_DM_235.47_beam_0C2020_04_12_02:53:30.fil.hdf5,1
0.499997_DM_293.80_beam_461C2020_04_13_00:46:20.fil.hdf5,0
0.500003_DM_817.46_beam_217C2020_04_23_22:58:56.fil.hdf5,0
0.656797_DM_54.95_beam_6C2020_02_03_00:45:22.fil.hdf5,1
0.499999_DM_26.71_beam_0C2020_04_13_10:02:30.fil.hdf5,1
0.499997_DM_192.49_beam_0C2020_04_14_01:41:42.fil.hdf5,1
0.500002_DM_175.60_beam_0C2020_04_07_03:00:25.fil.hdf5,1
0.500002_DM_799.73_beam_2C2020_04_27_02:16:57.fil.hdf5,0
0.500003_DM_398.28_beam_120C2020_04_13_00:46:05.fil.hdf5,0
0.499997_DM_49.12_beam_0C2020_03_28_14:30:40.fil.hdf5,1
0.676855_DM_264.94_beam_0I2020_01_12_23:27:40.fil.hdf5,0
0.500001_DM_49.12_beam_0C2020_03_28_14:30:30.fil.hdf5,1
0.499999_DM_156.26_beam_0C2020_04_12_01:13:33.fil.hdf5,1
0.499997_DM_409.37_beam_456C2020_04_13_01:21:23.fil.hdf5,0
0.499996_DM_26.09_beam_0C2020_04_13_10:02:39.fil.hdf5,1
0.499996_DM_1516.29_beam_697C2020_01_20_09:46:32.fil.hdf5,0
0.499999_DM_31.01_beam_404C2020_04_23_23:04:40.fil.hdf5,0
0.500004_DM_67.23_beam_9C2020_02_21_20:25:11.fil.hdf5,0
0.499999_DM_27.63_beam_233C2020_04_23_23:00:46.fil.hdf5,0
0.499999_DM_100.39_beam_428C2019_12_06_15:47:19.fil.hdf5,0
0.5_DM_31.93_beam_0C2020_04_13_08:48:22.fil.hdf5,1
0.499999_DM_105.30_beam_659C2019_12_06_15:47:19.fil.hdf5,0
0.500003_DM_205.69_beam_0C2020_03_15_15:52:45.fil.hdf5,1
